,domains,0_examples_with_definition,2_examples_with_definition,4_examples_with_definition,8_examples_with_definition,0_examples_without_definition,2_examples_without_definition,4_examples_without_definition,8_examples_without_definition,max_value,best_instruction
0,Anthropology,92.74737411737442,91.68703132867813,91.71674925088882,91.74002856016159,92.12769836187363,92.03278881311417,92.13720333576202,91.99546980857849,92.74737411737442,0_examples_with_definition
1,Books,86.22797067960103,84.65773220856984,84.94351887702942,84.88885521888733,83.42325909932454,84.29014217853546,84.48825132846832,84.37813587983449,86.22797067960103,0_examples_with_definition
2,Captions,85.93077705587659,84.26350716182164,85.03519437994275,85.24329727036613,81.30022748879024,84.34452286788395,84.76863271849496,84.69521389688764,85.93077705587659,0_examples_with_definition
3,Code,85.25541484355927,82.91585101021661,83.31271290779114,83.10551762580872,82.87109112739563,82.54559795061748,82.05594155523512,82.09087861908807,85.25541484355927,0_examples_with_definition
4,Commonsense,84.9075847196579,85.20398871421814,85.47661248207092,85.53758548259735,84.27711030483246,84.84165411472321,84.8995177602768,84.65722376346588,85.53758548259735,8_examples_with_definition
5,Computer Science,85.5623596906662,85.35239779949188,85.12643468379974,85.52600395679474,84.66320502758026,82.20310342311859,83.51701843738556,82.48015403747559,85.5623596906662,0_examples_with_definition
6,Debatepedia,82.18450474739075,84.15642094612122,83.87308776378632,84.05421566963196,83.6574581861496,83.26639008522034,83.17627465724945,83.22762644290924,84.15642094612122,2_examples_with_definition
7,Dialogue,84.47018861143212,84.03080446469157,83.92680210188816,83.94040898272866,81.78770186399159,82.3653117481031,82.46361765108611,82.543960351693,84.47018861143212,0_examples_with_definition
8,Economics,83.97401249408722,82.96542227268219,83.39963948726654,83.04332268238068,83.46053409576416,84.88441181182861,83.76992130279541,84.14546048641205,84.88441181182861,2_examples_without_definition
9,English Exams,89.24811089038849,86.67638874053955,86.31367254257202,86.66113662719727,87.04733598232269,88.30417621135712,88.60101473331451,89.0061126947403,89.24811089038849,0_examples_with_definition
10,Fiction,88.0584146635873,86.91387227603367,86.88405297483716,86.9060856955392,86.24246369089398,86.97983493123736,86.84703235966819,86.73988042558942,88.0584146635873,0_examples_with_definition
11,Food,84.44361209869385,82.78502064943314,82.73109996318817,82.74743670225143,82.90157437324524,81.96500766277313,81.6679676771164,81.86356580257416,84.44361209869385,0_examples_with_definition
12,Formal logic,83.8627120256424,82.60327863693237,82.85750567913055,83.15143823623657,81.81928837299347,83.29555070400238,84.31739926338196,84.36018669605255,84.36018669605255,8_examples_without_definition
13,Government and Politics,86.55661037564278,85.48270238935947,85.59480567276478,85.5606174916029,84.9063283354044,85.15294183790684,85.18059964478016,85.15805767476559,86.55661037564278,0_examples_with_definition
14,History,89.65843197703362,88.41384038329124,88.34077820181847,88.36696419119835,88.15231592953205,88.61155958473682,88.49189691245556,88.3836520910263,89.65843197703362,0_examples_with_definition
15,Justice,92.74737411737442,91.68703132867813,91.71674925088882,91.74002856016159,92.12769836187363,92.03278881311417,92.13720333576202,91.99546980857849,92.74737411737442,0_examples_with_definition
16,Knowledge Base,86.68056666851044,87.00827419757843,87.4632318019867,87.73290610313416,85.34755337238312,85.62333905696869,85.63861072063446,85.41410255432129,87.73290610313416,8_examples_with_definition
17,Law,88.25812191622597,87.09071317139794,87.15555468543631,87.24260940154393,86.86626691477639,87.39798204222721,87.27679477135341,87.16517299902243,88.25812191622597,0_examples_with_definition
18,Linguistics,85.25541484355927,82.91585101021661,83.31271290779114,83.10551762580872,82.87109112739563,82.54559795061748,82.05594155523512,82.09087861908807,85.25541484355927,0_examples_with_definition
19,Miscellaneous,85.4424429833889,83.45496860146523,83.34204886853695,83.48336078226566,81.69433832168579,82.56483596563339,82.65369233489037,82.71888403594494,85.4424429833889,0_examples_with_definition
20,Movies,83.95348989963531,83.24087190628052,83.63948035240173,83.30279314517975,83.43179202079773,82.63834238052368,83.23434150218964,82.76428508758545,83.95348989963531,0_examples_with_definition
21,Narrative,83.8053824454546,83.54748490452766,83.78618551790714,83.72294226288795,82.65150785446167,83.01752105355263,83.08989460766315,83.16737496852875,83.8053824454546,0_examples_with_definition
22,Natural Science,86.38914906978607,85.65421512722969,85.68564984202385,85.60775712132454,84.61351865530014,85.5577666759491,85.73591184616089,85.59093856811523,86.38914906978607,0_examples_with_definition
23,News,87.06121825157328,87.04683125019073,87.35405759534974,87.31917423360488,86.33276255840951,86.62394543319006,86.89743680112502,86.6614265891089,87.35405759534974,4_examples_with_definition
24,Nutrition,84.39270114898682,83.70773351192474,83.23544263839722,83.43322169780731,83.59967231750488,82.55912482738495,82.55822491645813,82.38764297962189,84.39270114898682,0_examples_with_definition
25,Professions,85.4876047372818,84.00451374053955,84.50549733638763,84.41737413406372,82.34572076797485,84.99784088134766,84.57466053962708,84.02485644817352,85.4876047372818,0_examples_with_definition
26,Public Places,86.17921920617421,85.98319089412689,86.24127089977264,86.4312881231308,85.2310661872228,85.75933651129405,85.5536378622055,85.68630607922871,86.4312881231308,8_examples_with_definition
27,Reviews,86.12690595785777,85.09570316473643,84.48636011282603,84.89176205794017,85.32422065734863,84.15564676125844,83.92311720053355,84.2641787926356,86.12690595785777,0_examples_with_definition
28,School Science Textbooks,92.74737411737442,91.68703132867813,91.71674925088882,91.74002856016159,92.12769836187363,92.03278881311417,92.13720333576202,91.99546980857849,92.74737411737442,0_examples_with_definition
29,Scientific Research Papers,85.21927478909492,83.59542351961136,83.41275876760483,83.62815779447556,84.52869528532028,82.71067881584167,82.58028942346573,82.850879997015,85.21927478909492,0_examples_with_definition
30,Social Media,85.43132758140564,84.735058426857,84.38791197538376,84.54934179782867,82.55810916423798,83.49207079410553,84.52022916078568,84.22594875097275,85.43132758140564,0_examples_with_definition
31,Story,85.25038120746612,84.33302776813507,84.61083471775055,84.53860068321228,82.80276198387146,83.17865917682647,83.18413989543915,83.12316629886627,85.25038120746612,0_examples_with_definition
32,Web,85.0056654214859,86.65150061249733,86.42187860608101,86.52064204216003,84.17641776800156,86.00465193390846,86.27028262615204,86.14309093356133,86.65150061249733,2_examples_with_definition
33,Wikipedia,85.72006937048651,85.53797663842506,85.5265369882942,85.58024847649523,84.93230472416639,84.63676005193632,84.79636058033769,84.69647749316026,85.72006937048651,0_examples_with_definition
34,Sports,79.63083203022296,81.88695430755615,,,79.0055900812149,79.83219822247823,,,81.88695430755615,2_examples_with_definition
35,Statistics,79.63083203022296,81.88695430755615,,,79.0055900812149,79.83219822247823,,,81.88695430755615,2_examples_with_definition
