,domains,0_examples_with_definition,2_examples_with_definition,4_examples_with_definition,8_examples_with_definition,0_examples_without_definition,2_examples_without_definition,4_examples_without_definition,8_examples_without_definition,max_value,best_instruction
0,Anthropology,91.88157975673676,81.12180465459824,78.36017471551895,75.653473675251,77.03522926568985,66.26294445991516,63.52256536483765,67.23000830411911,91.88157975673676,0_examples_with_definition
1,Books,86.17980829874675,81.61744407812755,79.887966076533,81.24587901433308,58.00339663028717,75.72354225317638,82.24258279800415,82.97394927342732,86.17980829874675,0_examples_with_definition
2,Captions,87.52373128277915,84.22635320254734,82.47512015274593,83.29068539823804,73.60253160340446,85.43951899664742,83.94593111106327,82.6960288967405,87.52373128277915,0_examples_with_definition
3,Code,86.76439440250397,74.50304698944092,80.69889664649963,81.32133324940999,55.857216238975525,81.82612008518643,83.09284965197246,83.13079211446974,86.76439440250397,0_examples_with_definition
4,Commonsense,80.49568132400513,68.34420346736908,69.34763295650482,70.23444481372833,57.93941007614136,74.02754850387574,70.07081477642059,69.50145886421204,80.49568132400513,0_examples_with_definition
5,Computer Science,66.06632709503174,77.995521068573,82.16459453105927,82.26599943637848,73.36410415172577,82.50094020366669,82.0281435251236,82.03089928627014,82.50094020366669,2_examples_without_definition
6,Debatepedia,29.302493810653687,1.6077955961227417,0.0,0.0,76.56408905982971,30.84980285167694,29.12731432914734,44.07012939453125,76.56408905982971,0_examples_without_definition
7,Dialogue,84.72422653122952,71.76202302230031,71.79480354409469,72.47749648596111,65.00697406342155,69.37328104596389,68.56533704933368,68.85661929532101,84.72422653122952,0_examples_with_definition
8,Economics,81.66360211372375,82.61441791057587,82.77734506130219,82.92463994026184,68.23899638652802,76.9135776758194,72.98496305942535,73.2781274318695,82.92463994026184,8_examples_with_definition
9,English Exams,86.46538424491882,75.64679670333862,74.84578311443329,78.30098032951355,38.74471712112427,85.91273319721222,85.3783929347992,86.02521514892578,86.46538424491882,0_examples_with_definition
10,Fiction,90.10857955047062,82.93590072223118,77.91106259822845,78.29499803270612,72.46780179228101,77.98078375203269,78.24076124600002,79.46503094264439,90.10857955047062,0_examples_with_definition
11,Food,91.03279542922974,48.929675221443176,47.32222068309784,57.452439069747925,66.83955532312393,62.253883719444275,57.4676279425621,56.90117555856705,91.03279542922974,0_examples_with_definition
12,Formal logic,81.12534594535828,80.63968694210052,82.39335656166077,82.06924331188202,48.65410661697388,82.07919502258301,82.92436981201172,83.43527603149414,83.43527603149414,8_examples_without_definition
13,Government and Politics,86.48420341312885,83.64331370592117,81.38888315856457,81.75929607450962,67.43624392151833,82.16095265746117,82.69287240505219,83.36569371819496,86.48420341312885,0_examples_with_definition
